"O1","O1_pos","O1_type","O2","O2_pos","O2_type","O3","O3_pos","O3_type","O4","O4_pos","O4_type","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","correct","correct_object_click","correct_welcome","count_behaviourallog","count_calibration_validation","count_carrier_audio","count_drift_correction","count_experiment","count_experiment_sequence","count_goodbye","count_logvariables","count_noun_audio","count_object_click","count_preview_window","count_response_scene","count_response_screen","count_send_areas_of_interest","count_setup","count_start_recording","count_stop_recording","count_trial_sequence","count_trigger_carrieronset","count_trigger_preview","count_trigger_targetoffset","count_trigger_targetonset","count_welcome","count_write_ias","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction_audio","keyboard_backend","live_row","live_row_experiment_sequence","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_goodbye","response_object_click","response_response_scene","response_time","response_time_goodbye","response_time_object_click","response_time_response_scene","response_time_welcome","response_welcome","round_decimals","sampler_backend","set_type","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_audio","target_image","target_type","time_behaviourallog","time_calibration_validation","time_carrier_audio","time_drift_correction","time_experiment","time_experiment_sequence","time_goodbye","time_logvariables","time_noun_audio","time_object_click","time_preview_window","time_response_scene","time_response_screen","time_send_areas_of_interest","time_setup","time_start_recording","time_stop_recording","time_trial_sequence","time_trigger_carrieronset","time_trigger_preview","time_trigger_targetoffset","time_trigger_targetonset","time_welcome","time_write_ias","title","total_correct","total_response_time","total_responses","width"
"sandal.bmp","right","referent","candle.jpg","left","rhyme","dolphin.jpg","bottom","unrelated","collar.bmp","top","unrelated","undefined","undefined","2000","2000","white","legacy","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","0","0","0","0","0","0","NA","0","0","NA","0","0","0","0","0","0","0","0","NA","undefined","NA","NA","Tue Jul  9 17:07:31 2024","The main experiment item","False","VWPAllopena (1).osexp","C:\Users\eyelink\Downloads","False","mono","False","18","no","black","no","yes","768","pick-up-candle.wav","legacy","0","0","C:/Users/eyelink/Downloads/subject-2.csv","legacy","Melodramatic Milgram","4.0.24","0","None","NA","None","NA","2000.0","NA","2000","NA","2887","space","2","legacy","rhyme","1024","2","48000","-16","experiment","2","even","candle.wav","O2","rhyme","55004","4661","51231","45711","1772","45568","NA","54964","51723","52964","49231","NA","52964","54964","NA","48840","NA","45711","51231","49230","52963","51723","1774","NA","VWPAllopena","0","2000.0","1","1024"
"beaker.jpg","top","referent","bettle.bmp","right","cohort","speaker.jpg","left","rhyme","dolphin.jpg","bottom","unrelated","undefined","undefined","1360","1360","white","legacy","legacy","legacy","undefined","undefined","undefined","1","0","1","1","0","0","0","1","1","1","1","NA","1","1","NA","1","1","1","1","1","1","1","0","NA","stim0","4.0","-121.0","Tue Jul  9 17:07:31 2024","The main experiment item","False","VWPAllopena (1).osexp","C:\Users\eyelink\Downloads","False","mono","False","18","no","black","no","yes","768","pick-up-beaker.wav","legacy","1","1","C:/Users/eyelink/Downloads/subject-2.csv","legacy","Melodramatic Milgram","4.0.24","0","1","NA","1","NA","720.0","NA","720","NA","2887","space","2","legacy","full","1024","2","48000","-16","experiment","2","even","beaker.wav","O1","referent","62945","4661","60368","55584","1772","45568","NA","62904","60922","61989","58368","NA","61989","62904","NA","57989","55014","55584","60368","58367","61988","60922","1774","NA","VWPAllopena","0","2720.0","2","1024"
"carrot.jpg","right","referent","carriage.bmp","left","cohort","parrot.jpg","bottom","rhyme","nickle.jpg","top","unrelated","undefined","undefined","1258","1258","white","legacy","legacy","legacy","undefined","undefined","undefined","2","0","2","2","0","0","0","2","2","2","2","NA","2","2","NA","2","2","2","2","2","2","2","0","NA","stim3","1.0","-159.0","Tue Jul  9 17:07:31 2024","The main experiment item","False","VWPAllopena (1).osexp","C:\Users\eyelink\Downloads","False","mono","False","18","no","black","no","yes","768","pick-up-carriage.wav","legacy","2","2","C:/Users/eyelink/Downloads/subject-2.csv","legacy","Melodramatic Milgram","4.0.24","0","1","NA","1","NA","1056.0","NA","1056","NA","2887","space","2","legacy","full","1024","2","48000","-16","experiment","2","even","carriage.wav","O2","cohort","69632","4661","66965","63523","1772","45568","NA","69591","67512","68533","64965","NA","68533","69591","NA","64589","62947","63523","66965","64964","68533","67512","1774","NA","VWPAllopena","0","3776.0","3","1024"
"carrot.jpg","bottom","referent","bettle.bmp","top","unrelated","speaker.jpg","right","unrelated","dolphin.jpg","left","unrelated","undefined","undefined","1312","1312","white","legacy","legacy","legacy","undefined","undefined","undefined","3","0","3","3","0","0","0","3","3","3","3","NA","3","3","NA","3","3","3","3","3","3","3","0","NA","stim3","-161.0","-2.0","Tue Jul  9 17:07:31 2024","The main experiment item","False","VWPAllopena (1).osexp","C:\Users\eyelink\Downloads","False","mono","False","18","no","black","no","yes","768","pick-up-carrot.wav","legacy","3","3","C:/Users/eyelink/Downloads/subject-2.csv","legacy","Melodramatic Milgram","4.0.24","0","1","NA","1","NA","1473.0","NA","1473","NA","2887","space","2","legacy","unrelated","1024","2","48000","-16","experiment","2","even","carrot.wav","O1","referent","76960","4661","73576","70196","1772","45568","NA","76919","74142","75444","71576","NA","75443","76919","NA","71207","69639","70196","73576","71575","75442","74142","1774","NA","VWPAllopena","0","5249.0","4","1024"
"casket.jpg","bottom","referent","basket.jpg","top","rhyme","picture.jpg","right","unrelated","saddle.jpg","left","unrelated","undefined","undefined","1363","1363","white","legacy","legacy","legacy","undefined","undefined","undefined","4","0","4","4","0","0","0","4","4","4","4","NA","4","4","NA","4","4","4","4","4","4","4","0","NA","stim0","6.0","217.0","Tue Jul  9 17:07:31 2024","The main experiment item","False","VWPAllopena (1).osexp","C:\Users\eyelink\Downloads","False","mono","False","18","no","black","no","yes","768","pick-up-casket.wav","legacy","4","4","C:/Users/eyelink/Downloads/subject-2.csv","legacy","Melodramatic Milgram","4.0.24","0","1","NA","1","NA","1570.0","NA","1570","NA","2887","space","2","legacy","rhyme","1024","2","48000","-16","experiment","2","even","casket.wav","O1","referent","86856","4661","83758","77556","1772","45568","NA","86815","84263","85243","81758","NA","85243","86815","NA","81375","76967","77556","83758","81758","85242","84262","1774","NA","VWPAllopena","0","6819.0","5","1024"
"dolphin.jpg","left","referent","dollar.jpg","bottom","cohort","sandwich.jpg","top","unrelated","parrot.jpg","right","unrelated","undefined","undefined","1311","1311","white","legacy","legacy","legacy","undefined","undefined","undefined","5","0","5","5","0","0","0","5","5","5","5","NA","5","5","NA","5","5","5","5","5","5","5","0","NA","stim0","-150.0","16.0","Tue Jul  9 17:07:31 2024","The main experiment item","False","VWPAllopena (1).osexp","C:\Users\eyelink\Downloads","False","mono","False","18","no","black","no","yes","768","pick-up-dolphin.wav","legacy","5","5","C:/Users/eyelink/Downloads/subject-2.csv","legacy","Melodramatic Milgram","4.0.24","0","1","NA","1","NA","1051.0","NA","1051","NA","2887","space","2","legacy","cohort","1024","2","48000","-16","experiment","2","even","dolphin.wav","O1","referent","93888","4661","91173","87419","1772","45568","NA","93847","91643","92793","89173","NA","92793","93847","NA","88789","86859","87419","91173","89172","92792","91642","1774","NA","VWPAllopena","0","7870.0","6","1024"
"pickle.jpg","left","referent","candle.jpg","bottom","unrelated","handle.bmp","top","unrelated","candy.jpg","right","unrelated","undefined","undefined","1294","1294","white","legacy","legacy","legacy","undefined","undefined","undefined","6","0","6","6","0","0","0","6","6","6","6","NA","6","6","NA","6","6","6","6","6","6","6","0","NA","stim3","172.0","7.0","Tue Jul  9 17:07:31 2024","The main experiment item","False","VWPAllopena (1).osexp","C:\Users\eyelink\Downloads","False","mono","False","18","no","black","no","yes","768","pick-up-pickle.wav","legacy","6","6","C:/Users/eyelink/Downloads/subject-2.csv","legacy","Melodramatic Milgram","4.0.24","0","1","NA","1","NA","1190.0","NA","1190","NA","2887","space","2","legacy","unrelated","1024","2","48000","-16","experiment","2","even","pickle.wav","O1","referent","100896","4661","97913","94481","1772","45568","NA","100855","98463","99663","95913","NA","99663","100855","NA","95522","93890","94481","97913","95912","99663","98463","1774","NA","VWPAllopena","0","9060.0","7","1024"
"sandal.bmp","bottom","referent","sandwich.jpg","top","cohort","collar.bmp","right","unrelated","beaker.jpg","left","unrelated","undefined","undefined","1276","1276","white","legacy","legacy","legacy","undefined","undefined","undefined","7","0","7","7","0","0","0","7","7","7","7","NA","7","7","NA","7","7","7","7","7","7","7","0","NA","stim0","-7.0","167.0","Tue Jul  9 17:07:31 2024","The main experiment item","False","VWPAllopena (1).osexp","C:\Users\eyelink\Downloads","False","mono","False","18","no","black","no","yes","768","pick-up-sandal.wav","legacy","7","7","C:/Users/eyelink/Downloads/subject-2.csv","legacy","Melodramatic Milgram","4.0.24","0","1","NA","1","NA","1153.0","NA","1153","NA","2887","space","2","legacy","cohort","1024","2","48000","-16","experiment","2","even","sandal.wav","O1","referent","107880","4661","104900","101522","1772","45568","NA","107839","105404","106684","102900","NA","106684","107839","NA","102509","100898","101522","104900","102898","106683","105404","1774","NA","VWPAllopena","0","10213.0","8","1024"
"paddle.jpg","right","referent","basket.jpg","left","unrelated","dollar.jpg","bottom","unrelated","castle.jpg","top","unrelated","undefined","undefined","1357","1357","white","legacy","legacy","legacy","undefined","undefined","undefined","8","0","8","8","0","0","0","8","8","8","8","NA","8","8","NA","8","8","8","8","8","8","8","0","NA","undefined","NA","NA","Tue Jul  9 17:07:31 2024","The main experiment item","False","VWPAllopena (1).osexp","C:\Users\eyelink\Downloads","False","mono","False","18","no","black","no","yes","768","pick-up-basket.wav","legacy","8","8","C:/Users/eyelink/Downloads/subject-2.csv","legacy","Melodramatic Milgram","4.0.24","0","None","NA","None","NA","2001.0","NA","2001","NA","2887","space","2","legacy","unrelated","1024","2","48000","-16","experiment","2","even","basket.wav","O2","unrelated","115615","4661","111791","108471","1772","45568","NA","115574","112243","113573","109791","NA","113573","115574","NA","109402","107887","108471","111791","109790","113573","112243","1774","NA","VWPAllopena","0","12214.0","9","1024"
"candle.jpg","bottom","referent","candy.jpg","top","cohort","handle.bmp","right","rhyme","dollar.jpg","left","unrelated","undefined","undefined","1323","1323","white","legacy","legacy","legacy","undefined","undefined","undefined","9","0","9","9","0","0","0","9","9","9","9","NA","9","9","NA","9","9","9","9","9","9","9","0","NA","stim1","-15.0","-193.0","Tue Jul  9 17:07:31 2024","The main experiment item","False","VWPAllopena (1).osexp","C:\Users\eyelink\Downloads","False","mono","False","18","no","black","no","yes","768","pick-up-dollar.wav","legacy","9","9","C:/Users/eyelink/Downloads/subject-2.csv","legacy","Melodramatic Milgram","4.0.24","0","1","NA","1","NA","1016.0","NA","1016","NA","2887","space","2","legacy","full","1024","2","48000","-16","experiment","2","even","dollar.wav","O4","unrelated","122992","4661","120445","116194","1772","45568","NA","122951","120863","121933","118445","NA","121933","122951","NA","118060","115622","116194","120445","118444","121933","120863","1774","NA","VWPAllopena","0","13230.0","10","1024"
